Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry
AHPAU,Avista Healthcare Public Acquisition Corp.,10,n/a,2016,Finance,Business Services
AWRE,"Aware, Inc.",5.65,$127.86M,1996,Technology,Computer Software: Prepackaged Software
AXAR,Axar Acquisition Corp.,9.85,$83.79M,2014,Finance,Business Services
AXARU,Axar Acquisition Corp.,9.9501,n/a,2014,Finance,Business Services
AXARW,Axar Acquisition Corp.,0.0699,n/a,2014,Finance,Business Services
ACLS,"Axcelis Technologies, Inc.",13.9,$408.22M,2000,Technology,Industrial Machinery/Components
AXGN,"AxoGen, Inc.",8.75,$287.86M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AXSM,"Axsome Therapeutics, Inc.",7.65,$146.52M,2015,Health Care,Major Pharmaceuticals
AXTI,AXT Inc,5.05,$164.42M,1998,Technology,Semiconductors
AZRX,"AzurRx BioPharma, Inc.",4.65,$44.78M,2016,n/a,n/a
BCOM,B Communications Ltd.,20.64,$616.91M,n/a,Consumer Services,Telecommunications Equipment
RILY,"B. Riley Financial, Inc.",15.25,$290.41M,n/a,Miscellaneous,Business Services
RILYL,"B. Riley Financial, Inc.",n/a,n/a,n/a,n/a,n/a
BOSC,B.O.S. Better Online Solutions,2.45,$6.52M,n/a,Technology,Computer Communications Equipment
BEAV,"B/E Aerospace, Inc.",59.35,$6.03B,1990,Capital Goods,Military/Government/Technical
BIDU,"Baidu, Inc.",166.21,$57.66B,2005,Technology,"Computer Software: Programming, Data Processing"
BCPC,Balchem Corporation,77.23,$2.45B,n/a,Basic Industries,Major Chemicals
BWINA,"Baldwin & Lyons, Inc.",25.05,$377.85M,n/a,Finance,Property-Casualty Insurers
BWINB,"Baldwin & Lyons, Inc.",26.6,$401.23M,n/a,Finance,Property-Casualty Insurers
BLDP,"Ballard Power Systems, Inc.",1.97,$344M,n/a,Energy,Industrial Machinery/Components
BANF,BancFirst Corporation,81.7,$1.28B,1993,Finance,Major Banks
BANFP,BancFirst Corporation,28.61,$28.61M,n/a,Finance,Major Banks
BCTF,"Bancorp 34, Inc.",12.294,$20.65M,n/a,Finance,Savings Institutions
BKMU,Bank Mutual Corporation,8.8,$401.91M,n/a,Finance,Savings Institutions
BOCH,Bank of Commerce Holdings (CA),7.95,$106.84M,n/a,Finance,Major Banks
BMRC,Bank of Marin Bancorp,64.6,$395.56M,n/a,Finance,Major Banks
BKSC,Bank of South Carolina Corp.,19.6,$97M,n/a,Finance,Major Banks
BOTJ,"Bank of the James Financial Group, Inc.",12.95,$56.7M,n/a,Finance,Major Banks
OZRK,Bank of the Ozarks,45.83,$5.55B,1997,Finance,Major Banks
BFIN,BankFinancial Corporation,14.14,$272.49M,n/a,Finance,Savings Institutions
BWFG,"Bankwell Financial Group, Inc.",26.93,$203.9M,2014,Finance,Major Banks
BANR,Banner Corporation,49.14,$1.65B,n/a,Finance,Major Banks
BZUN,Baozun Inc.,16.02,$795.95M,2015,Consumer Services,Catalog/Specialty Distribution
TAPR,Barclays Inverse US Treasury Composite ETN,26.12,$17.24M,n/a,Finance,Commercial Banks
DLBL,Barclays PLC,79.33,$5.63M,n/a,Finance,Commercial Banks
BHAC,Barington/Hilco Acquisition Corp.,10.1,$57.18M,2015,Finance,Business Services
BHACR,Barington/Hilco Acquisition Corp.,0.2399,n/a,2015,Finance,Business Services
BHACU,Barington/Hilco Acquisition Corp.,10.7499,n/a,2015,Finance,Business Services
BHACW,Barington/Hilco Acquisition Corp.,0.0788,n/a,2015,Finance,Business Services
BBSI,"Barrett Business Services, Inc.",54.69,$396.16M,1993,Technology,Professional Services
BSET,"Bassett Furniture Industries, Incorporated",29.1,$314.31M,n/a,Consumer Durables,Home Furnishings
BYBK,"Bay Bancorp, Inc.",6,$65.69M,n/a,Finance,Major Banks
BV,"Bazaarvoice, Inc.",4.8,$397.61M,2012,Technology,Computer Software: Prepackaged Software
BCBP,"BCB Bancorp, Inc. (NJ)",12.1351,$136.57M,2005,Finance,Savings Institutions
BECN,"Beacon Roofing Supply, Inc.",47.3,$2.83B,2004,Consumer Services,RETAIL: Building Materials
BSF,"Bear State Financial, Inc.",9.89,$372.03M,n/a,Finance,Major Banks
BBGI,"Beasley Broadcast Group, Inc.",5.1875,$149.27M,2000,Consumer Services,Broadcasting
BEBE,"bebe stores, inc.",0.5399,$43.24M,1998,Consumer Non-Durables,Apparel
BBBY,Bed Bath & Beyond Inc.,44.92,$6.83B,1992,Consumer Services,Home Furnishings
BGNE,"BeiGene, Ltd.",32.7,$1.08B,2016,Health Care,Major Pharmaceuticals
BELFA,Bel Fuse Inc.,23.25,$277.46M,n/a,Capital Goods,Electrical Products
BELFB,Bel Fuse Inc.,28.55,$340.7M,n/a,Capital Goods,Electrical Products
BLPH,"Bellerophon Therapeutics, Inc.",0.95,$13.78M,2015,Health Care,Major Pharmaceuticals
BLCM,"Bellicum Pharmaceuticals, Inc.",22.03,$597.14M,2014,Health Care,Major Pharmaceuticals
BNCL,"Beneficial Bancorp, Inc.",16.4,$1.24B,n/a,Finance,Savings Institutions
BNFT,"Benefitfocus, Inc.",27.75,$825.59M,2013,Technology,Computer Software: Prepackaged Software
BNTC,Benitec Biopharma Limited,1.5,$10.99M,2015,Health Care,Major Pharmaceuticals
BNTCW,Benitec Biopharma Limited,0.0832,n/a,2015,Health Care,Major Pharmaceuticals
BGCP,"BGC Partners, Inc.",9.64,$2.69B,n/a,Finance,Investment Bankers/Brokers/Service
BGFV,Big 5 Sporting Goods Corporation,20,$437.9M,2002,Consumer Services,Other Specialty Stores
BASI,"Bioanalytical Systems, Inc.",0.69,$5.59M,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ORPN,Bioblast Pharma Ltd.,1.54,$25.24M,2014,Health Care,Major Pharmaceuticals
BIOC,"Biocept, Inc.",0.8528,$14.92M,2014,Health Care,Medical Specialities
BCRX,"BioCryst Pharmaceuticals, Inc.",5.86,$432.22M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDSI,"BioDelivery Sciences International, Inc.",1.9,$102.82M,n/a,Health Care,Major Pharmaceuticals
BIIB,Biogen Inc.,319.3,$69.47B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BIOL,"Biolase, Inc.",1.71,$115.54M,n/a,Health Care,Medical/Dental Instruments
BLFS,"BioLife Solutions, Inc.",1.55,$19.96M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BOLT,BioLight Life Sciences Ltd.,n/a,n/a,n/a,n/a,n/a
BLRX,BioLineRx Ltd.,1.14,$64.32M,n/a,Health Care,Major Pharmaceuticals
BMRN,BioMarin Pharmaceutical Inc.,90.74,$15.61B,1999,Health Care,Major Pharmaceuticals
BMRA,"Biomerica, Inc.",2.08,$17.02M,n/a,Health Care,Medical/Dental Instruments
BVXV,BiondVax Pharmaceuticals Ltd.,3.2899,$11.11M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BVXVW,BiondVax Pharmaceuticals Ltd.,0.39,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BPTH,"Bio-Path Holdings, Inc.",1.25,$119.56M,n/a,Health Care,Major Pharmaceuticals
BIOS,"BioScrip, Inc.",1.37,$161.23M,n/a,Health Care,Medical/Nursing Services
BBC,BioShares Biotechnology Clinical Trials Fund,21.6036,$23.76M,n/a,n/a,n/a
BBP,BioShares Biotechnology Products Fund,35.5956,$32.04M,n/a,n/a,n/a
BSTC,BioSpecifics Technologies Corp,49.14,$351.21M,n/a,Health Care,Major Pharmaceuticals
BSTG,"Biostage, Inc.",0.84,$14.37M,n/a,Health Care,Medical/Dental Instruments
BSPM,"Biostar Pharmaceuticals, Inc.",3.04,$6.72M,n/a,Health Care,Major Pharmaceuticals
TECH,Bio-Techne Corp,105.44,$3.93B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAT,"BioTelemetry, Inc.",18.8,$530.75M,2008,Health Care,Medical Specialities
BJRI,"BJ&#39;s Restaurants, Inc.",38.3,$890.79M,n/a,Consumer Services,Restaurants
BBOX,Black Box Corporation,14.85,$224.95M,n/a,Technology,Computer Communications Equipment
BDE,"Black Diamond, Inc.",6.15,$184.6M,n/a,Consumer Non-Durables,Recreational Products/Toys
BLKB,"Blackbaud, Inc.",65.15,$3.1B,2004,Technology,Computer Software: Prepackaged Software
BBRY,BlackBerry Limited,7.49,$3.95B,n/a,Public Utilities,Telecommunications Equipment
HAWK,"Blackhawk Network Holdings, Inc.",36.5,$2.02B,2013,Finance,Finance: Consumer Services
BL,"BlackLine, Inc.",25.56,$1.26B,2016,n/a,n/a
BKCC,BlackRock Capital Investment Corporation,7.31,$531.26M,2007,n/a,n/a
ADRA,BLDRS Asia 50 ADR Index Fund,27.65,$20.74M,n/a,n/a,n/a
ADRD,BLDRS Developed Markets 100 ADR Index Fund,19.36,$56.14M,n/a,n/a,n/a
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,32.75,$121.18M,n/a,n/a,n/a
ADRU,BLDRS Europe 100 ADR Index Fund,18.6222,$13.04M,n/a,n/a,n/a
BLMN,"Bloomin&#39; Brands, Inc.",18.95,$2B,2012,Consumer Services,Restaurants
BCOR,"Blucora, Inc.",14.25,$594.51M,n/a,Technology,EDP Services
BLBD,Blue Bird Corporation,15.1,$337.25M,2014,Capital Goods,Construction/Ag Equipment/Trucks
BUFF,"Blue Buffalo Pet Products, Inc.",22.25,$4.37B,2015,Consumer Non-Durables,Packaged Foods
BHBK,"Blue Hills Bancorp, Inc.",17,$455.29M,2014,Finance,Major Banks
NILE,"Blue Nile, Inc.",40.4,$472.58M,2004,Consumer Services,Consumer Specialties
BLUE,"bluebird bio, Inc.",61.65,$2.3B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BKEP,"Blueknight Energy Partners L.P., L.L.C.",6.3,$239.36M,2011,Energy,Natural Gas Distribution
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",7.965,$240.21M,n/a,Energy,Natural Gas Distribution
BPMC,Blueprint Medicines Corporation,36,$983.78M,2015,Health Care,Major Pharmaceuticals
ITEQ,BlueStar TA-BIGITech Israel Technology ETF,25.17,n/a,n/a,n/a,n/a
BMCH,"BMC Stock Holdings, Inc.",18.9,$1.26B,2013,Consumer Services,RETAIL: Building Materials
BNCN,BNC Bancorp,29.7,$1.55B,n/a,Finance,Major Banks
BOBE,"Bob Evans Farms, Inc.",43.74,$864.59M,n/a,Consumer Services,Restaurants
BOFI,"BofI Holding, Inc.",22.67,$1.43B,2005,Finance,Savings Institutions
BOFIL,"BofI Holding, Inc.",24.05,n/a,n/a,Finance,Savings Institutions
WIFI,"Boingo Wireless, Inc.",11.7,$447.86M,2011,Consumer Services,Telecommunications Equipment
BOJA,"Bojangles&#39;, Inc.",18.5,$672.91M,2015,Consumer Services,Restaurants
BOKF,BOK Financial Corporation,80.53,$5.31B,n/a,Finance,Major Banks
BOKFL,BOK Financial Corporation,23.37,n/a,n/a,Finance,Major Banks
BNSO,"Bonso Electronics International, Inc.",2.65,$13.71M,n/a,Capital Goods,Industrial Machinery/Components
BPFH,"Boston Private Financial Holdings, Inc.",15.3,$1.27B,n/a,Finance,Major Banks
BPFHP,"Boston Private Financial Holdings, Inc.",25.5,n/a,n/a,Finance,Major Banks
BPFHW,"Boston Private Financial Holdings, Inc.",8.81,n/a,n/a,Finance,Major Banks
EPAY,"Bottomline Technologies, Inc.",24.81,$1.01B,1999,Technology,Computer Software: Prepackaged Software
BLVD,Boulevard Acquisition Corp. II,9.82,$454.18M,2015,Finance,Business Services
BLVDU,Boulevard Acquisition Corp. II,10.25,n/a,2015,Finance,Business Services
BLVDW,Boulevard Acquisition Corp. II,0.5,n/a,2015,Finance,Business Services
BOXL,Boxlight Corporation,n/a,n/a,n/a,n/a,n/a
BCLI,Brainstorm Cell Therapeutics Inc.,2.1522,$40.22M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BBRG,"Bravo Brio Restaurant Group, Inc.",4.05,$59.64M,2010,Consumer Services,Restaurants
BDGE,"Bridge Bancorp, Inc.",31.4,$548.84M,n/a,Finance,Major Banks
BLIN          ,"Bridgeline Digital, Inc.",0.6779,$12.65M,n/a,Technology,Computer Software: Prepackaged Software
BRID,Bridgford Foods Corporation,12.3,$111.65M,n/a,Consumer Non-Durables,Specialty Foods
BCOV,Brightcove Inc.,8.4,$283.78M,2012,Technology,EDP Services
AVGO,Broadcom Limited,167.04,$66.37B,2009,Technology,Semiconductors
BSFT,"BroadSoft, Inc.",41.6,$1.25B,2010,Technology,Computer Software: Prepackaged Software
BVSN,"BroadVision, Inc.",5.25,$25.98M,1996,Technology,Computer Software: Prepackaged Software
BYFC,Broadway Financial Corporation,1.6,$46.52M,n/a,Finance,Savings Institutions
BWEN,"Broadwind Energy, Inc.",4.16,$63.12M,n/a,Capital Goods,Metal Fabrications
BRCD,"Brocade Communications Systems, Inc.",12.36,$4.97B,1999,Technology,Computer Communications Equipment
BRKL,"Brookline Bancorp, Inc.",14.8,$1.04B,n/a,Finance,Savings Institutions
BRKS,"Brooks Automation, Inc.",15.77,$1.08B,1995,Technology,Industrial Machinery/Components
BRKR,Bruker Corporation,23.16,$3.71B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BMTC,Bryn Mawr Bank Corporation,35.2,$595.35M,n/a,Finance,Major Banks
BLMT,"BSB Bancorp, Inc.",25.5,$232.1M,2011,Finance,Major Banks
BSQR,BSQUARE Corporation,5.35,$66.62M,1999,Miscellaneous,Business Services
BWLD,"Buffalo Wild Wings, Inc.",164.5,$2.99B,2003,Consumer Services,Restaurants
BLDR,"Builders FirstSource, Inc.",11.1,$1.24B,2005,Consumer Services,RETAIL: Building Materials
BMLA,BullMark LatAm Select Leaders ETF,27.05,n/a,n/a,n/a,n/a
BUR,Burcon NutraScience Corp,2.15,$77.04M,n/a,Consumer Non-Durables,Packaged Foods
CFFI,C&F Financial Corporation,42.2,$146M,n/a,Finance,Major Banks
CHRW,"C.H. Robinson Worldwide, Inc.",74.01,$10.48B,1997,Transportation,Oil Refining/Marketing
CA,CA Inc.,31.48,$13.15B,n/a,Technology,Computer Software: Prepackaged Software
CCMP,Cabot Microelectronics Corporation,59.17,$1.43B,2000,Technology,Semiconductors
CDNS,"Cadence Design Systems, Inc.",26.48,$7.59B,n/a,Technology,Computer Software: Prepackaged Software
CDZI,"Cadiz, Inc.",9.25,$175.95M,n/a,Public Utilities,Water Supply
CACQ,Caesars Acquisition Company,11.5,$1.59B,n/a,Consumer Services,Hotels/Resorts
CZR,Caesars Entertainment Corporation,6.9,$1.01B,2012,Consumer Services,Hotels/Resorts
CSTE,Caesarstone Ltd.,29.35,$1.04B,2012,Capital Goods,Building Materials
PRSS,CafePress Inc.,2.88,$47.97M,2012,Consumer Services,Other Specialty Stores
CLBS,"Caladrius Biosciences, Inc.",4.21,$34.39M,n/a,Health Care,Hospital/Nursing Management
CLMS,"Calamos Asset Management, Inc.",6.91,$141.87M,2004,Finance,Investment Bankers/Brokers/Service
CHY,Calamos Convertible and High Income Fund,10.39,$753.66M,2003,n/a,n/a
CHI,Calamos Convertible Opportunities and Income Fund,9.72,$680.38M,2002,n/a,n/a
CCD,Calamos Dynamic Convertible & Income Fund,17.43,$425.03M,n/a,n/a,n/a
CHW,Calamos Global Dynamic Income Fund,7.15,$421.9M,2007,n/a,n/a
CGO,Calamos Global Total Return Fund,10.54,$89.22M,2005,n/a,n/a
CSQ,Calamos Strategic Total Return Fund,9.97,$1.54B,2004,n/a,n/a
CAMP,CalAmp Corp.,14.68,$533.36M,1983,Technology,Radio And Television Broadcasting And Communications Equipment
CVGW,"Calavo Growers, Inc.",65.65,$1.14B,n/a,Consumer Non-Durables,Farming/Seeds/Milling
CFNB,California First National Bancorp,15.5,$159.34M,n/a,Finance,Major Banks
CALA,"Calithera Biosciences, Inc.",3.25,$67.4M,2014,Health Care,Major Pharmaceuticals
CALD,"Callidus Software, Inc.",16.6,$1.05B,2003,Technology,EDP Services
CALM,"Cal-Maine Foods, Inc.",39.95,$1.94B,1996,Consumer Non-Durables,Farming/Seeds/Milling
CLMT,"Calumet Specialty Products Partners, L.P.",4.7,$359M,2006,Energy,Integrated oil Companies
ABCD,"Cambium Learning Group, Inc.",5.03,$231.5M,n/a,Consumer Services,Publishing
CAC,Camden National Corporation,38.05,$587.53M,n/a,Finance,Major Banks
CAMT,Camtek Ltd.,2.93,$103.57M,2000,Capital Goods,Electronic Components
CSIQ,Canadian Solar Inc.,11.68,$653.68M,2006,Technology,Semiconductors
CGIX,"Cancer Genetics, Inc.",1.65,$31.16M,n/a,Health Care,Medical Specialities
CPHC,Canterbury Park Holding Corporation,10.6,$45.81M,n/a,Consumer Services,Services-Misc. Amusement & Recreation
CPLA,Capella Education Company,85.35,$978.58M,2006,Consumer Services,Other Consumer Services
CBF,Capital Bank Financial Corp.,35.95,$1.55B,2012,Finance,Major Banks
CCBG,Capital City Bank Group,17.8,$299.17M,n/a,Finance,Major Banks
CPLP,Capital Product Partners L.P.,2.97,$359.09M,2007,Transportation,Marine Transportation
CSWC,Capital Southwest Corporation,14.44,$228.33M,n/a,n/a,n/a
CPTA,Capitala Finance Corp.,11.99,$190.05M,2013,n/a,n/a
CLAC,Capitol Acquisition Corp. III,9.9,$402.19M,2015,Finance,Business Services
CLACU,Capitol Acquisition Corp. III,10.2,$255M,2015,Finance,Business Services
CLACW,Capitol Acquisition Corp. III,0.7,n/a,2015,Finance,Business Services
CFFN,"Capitol Federal Financial, Inc.",16.13,$2.22B,n/a,Finance,Savings Institutions
CAPN,"Capnia, Inc.",0.97,$15.29M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CAPNW,"Capnia, Inc.",0.2246,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CAPR,"Capricor Therapeutics, Inc.",3.09,$66.12M,n/a,Health Care,Major Pharmaceuticals
CSTR,"CapStar Financial Holdings, Inc.",17.5,$195.76M,2016,Finance,Major Banks
CPST,Capstone Turbine Corporation,0.913,$32.58M,2000,Energy,Industrial Machinery/Components
CARA,"Cara Therapeutics, Inc.",11.7,$319.21M,2014,Health Care,Major Pharmaceuticals
CARB,"Carbonite, Inc.",19,$517.91M,2011,Technology,EDP Services
CBYL,"Carbylan Therapeutics, Inc.",0.5612,$14.78M,2015,Health Care,Major Pharmaceuticals
CCN,CardConnect Corp.,10,$287.51M,2015,Finance,Business Services
CCNWW,CardConnect Corp.,1.61,n/a,2015,Finance,Business Services
CFNL,Cardinal Financial Corporation,31.02,$1.02B,1998,Finance,Major Banks
CRME,Cardiome Pharma Corporation,2.91,$92.76M,n/a,Health Care,Major Pharmaceuticals
CSII,"Cardiovascular Systems, Inc.",26.88,$888.74M,1981,Health Care,Medical/Dental Instruments
CATM,Cardtronics plc,51.56,$2.34B,2007,Miscellaneous,Business Services
CDNA,"CareDx, Inc.",3.25,$69.15M,2014,Health Care,Medical Specialities
CECO,Career Education Corporation,9.67,$662.32M,1998,Consumer Services,Other Consumer Services
CTRE,"CareTrust REIT, Inc.",13.62,$791.03M,n/a,Consumer Services,Real Estate Investment Trusts
CKEC,"Carmike Cinemas, Inc.",34.4,$838.97M,n/a,Consumer Services,Movies/Entertainment
CLBH,Carolina Bank Holdings Inc.,21.87,$110.34M,n/a,Finance,Major Banks
CARO,Carolina Financial Corporation,25.45,$319.38M,n/a,Finance,Major Banks
CART,"Carolina Trust BancShares, Inc.",6.12,$28.43M,n/a,Finance,Major Banks
CRZO,"Carrizo Oil & Gas, Inc.",36.26,$2.36B,1997,Energy,Oil & Gas Production
TAST,"Carrols Restaurant Group, Inc.",12.75,$456.91M,2006,Consumer Services,Restaurants
CRTN,"Cartesian, Inc.",0.55,$4.9M,n/a,Consumer Services,Professional Services
CARV,"Carver Bancorp, Inc.",4,$14.78M,n/a,Finance,Savings Institutions
CASM,"CAS Medical Systems, Inc.",1.65,$45.26M,n/a,Health Care,Medical/Dental Instruments
CACB,Cascade Bancorp,6.94,$529.26M,n/a,Finance,Major Banks
CASC,"Cascadian Therapeutics, Inc.",1.12,$151.55M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CWST,"Casella Waste Systems, Inc.",12.48,$517.78M,1997,Public Utilities,Environmental Services
CASY,"Caseys General Stores, Inc.",122.59,$4.8B,1983,Consumer Durables,Automotive Aftermarket
CASI,"CASI Pharmaceuticals, Inc.",1.72,$103.54M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASS,"Cass Information Systems, Inc",68.81,$769.03M,n/a,Miscellaneous,Business Services
CATB,"Catabasis Pharmaceuticals, Inc.",4.31,$80.39M,2015,Health Care,Major Pharmaceuticals
CBIO,"Catalyst Biosciences, Inc. ",0.72,$8.66M,n/a,Health Care,Major Pharmaceuticals
CPRX,"Catalyst Pharmaceuticals, Inc.",1.1,$91.16M,2006,Health Care,Major Pharmaceuticals
CATY,Cathay General Bancorp,35.13,$2.77B,n/a,Finance,Major Banks
CATYW,Cathay General Bancorp,14.27,n/a,n/a,Finance,Major Banks
CVCO,"Cavco Industries, Inc.",90.9,$817.42M,n/a,Basic Industries,Homebuilding
CAVM,"Cavium, Inc.",55.76,$3.74B,2007,Technology,Semiconductors
CBFV,"CB Financial Services, Inc.",24.3,$99.17M,n/a,Finance,Major Banks
CBOE,"CBOE Holdings, Inc.",68.87,$5.6B,2010,Finance,Investment Bankers/Brokers/Service
CDK,"CDK Global, Inc.",58.18,$8.7B,n/a,Miscellaneous,Business Services
CDW,CDW Corporation,51.96,$8.34B,2013,Consumer Services,Catalog/Specialty Distribution
CECE,CECO Environmental Corp.,12.79,$436.93M,n/a,Capital Goods,Pollution Control Equipment
CELG,Celgene Corporation,122.08,$94.64B,1987,Health Care,Major Pharmaceuticals
CELGZ,Celgene Corporation,1.2,n/a,n/a,Health Care,Major Pharmaceuticals
CLDX,"Celldex Therapeutics, Inc.",4.43,$448.53M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
APOP,Cellect Biotechnology Ltd.,3.4599,$14.14M,2016,n/a,n/a
APOPW,Cellect Biotechnology Ltd.,0.7649,n/a,2016,n/a,n/a
CLRB,"Cellectar Biosciences, Inc.",2.61,$14.01M,n/a,Health Care,Major Pharmaceuticals
CLRBW,"Cellectar Biosciences, Inc.",0.29,n/a,n/a,Health Care,Major Pharmaceuticals
CLRBZ,"Cellectar Biosciences, Inc.",0.9,n/a,n/a,Health Care,Major Pharmaceuticals
CLLS,Cellectis S.A.,18.31,$646.92M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CBMG,"Cellular Biomedicine Group, Inc.",13.3,$189.54M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLSN,Celsion Corporation,0.8686,$22.65M,n/a,Health Care,Major Pharmaceuticals
